reference_no,record_type,ref_type,author1init,author1last,author2init,author2last,otherauthors,pubyr,reftitle,pubtitle,editors,publisher,pubcity,pubvol,pubno,firstpage,lastpage,publication_type,language,doi
8215,ref,occ,O.,Rosler,,,,1978,The Brazilian Eogondwanic floral succession,"Boletim IG Instituto de Geociencias, Universidade de Sao Paulo",,NA,NA,9,,85,91,journal article,Portuguese,
7966,ref,occ,M.E.C.B.,de Oliveira,D.,Pons,,1975,"Taphoflora of Karoo in the Zambesi Basin (Tete Region, Mozambique)","Boletim IG, Instituto de Geociencias, Universidade de Sao Paulo",,NA,NA,6,,33,53,journal article,Portuguese,
9677,ref,occ,P. A.,Morales,,,,1965,A contribution to the knowledge of the Devonian faunas of Colombia,Boletin de Geologia,,NA,NA,19,,51,111,journal article,English,
6335,ref,occ,S.G.,Ciarapica,S.,Cirilli,"Martini R., Rettori R., Zaninetti L., Salvini-Bonnard G.",1990,Carbonate buildups and associated facies in the Monte Facito Formation (southern Apennines),Boll. Soc. Geol. Italiana,,NA,NA,109,,151,164,journal article,English,
970,ref,occ,A.,Azzaroli,,,,1988,On the Equid genus Dinohippus Quinn 1955 and Pliohippus Marsh 1874,Bolletino della Societa Paleontologica Italiana,,NA,NA,27,1,61,72,journal article,English,
7254,ref,occ,M.,Gnoli,,,,1984,Lower Devonian orthocone cephalopods from Iglesiente and Sulcis regions (southwestern Sardinia),Bolletino della Societa Paleontologica Italiana,,NA,NA,21,1,73,98,journal article,English,
7255,ref,occ,M.,Gnoli,,,,1990,New evidence for faunal links between Sardinia and Bohemia in Silurian time on the basis of nautiloids,Bolletino della Societa Paleontologica Italiana,,NA,NA,29,3,289,307,journal article,English,
7257,ref,occ,M.,Gnoli,F.,Leone,"R. Olivieri, E. Serpagli",1988,The Mason Porcus section as reference section for uppermost Silurian-Lower Devonian in SW Sardinia,Bolletino della Societa Paleontologica Italiana,,NA,NA,27,3,323,334,journal article,English,
7256,ref,occ,M.,Gnoli,E.,Serpagli,,1991,Nautiloid assemblages from middle-late Silurian of southwestern Sardinia: a proposal,Bolletino della Societa Paleontologica Italiana,,NA,NA,30,2,187,195,journal article,English,
7252,ref,occ,E.,Serpagli,M.,Gnoli,,1977,Upper Silurian cephalopods from southwestern Sardinia,Bolletino della Societa Paleontologica Italiana,,NA,NA,16,2,153,196,journal article,English,
9718,ref,occ,F. R.,Bosellini,C.,Perrin,,1994,"The coral fauna of Vitigliano: qualitative and quantitative analysis in a back reef environment (Castro Limestone, Late Oligocene, Salento Peninsula, southern Italy)",Bolletino della Società Paleontologica Italiana,,NA,NA,33,2,171,181,journal article,English,
13152,ref,occ,L.,Abbazzi,A.,Albianelli,"P. Ambrosetti, P. Argenti, G. Basilici, A. Bertini, S. Gentili, F. Masini, G. Napoleone, M.R. Pontini",1997,"Paleontological and sedimentological record in Pliocene distal alluvial fan deposits at Cava Toppetti (Todi, Central Italy).",Bollettino della Societa Paleontologica Italiana,,NA,NA,36,01-Feb,5,22,journal article,English,
8804,ref,occ,F.,Bizzarini,G.,Braga,,1982,The Triassic Bryozoa of the Western Tethyan basin,Bollettino della Societa Paleontologica Italiana,,NA,NA,21,02-Mar,223,234,journal article,English,
11400,ref,occ,L.,Capasso Barbato,E.,Gliozzi,,1995,"Biochronological and palaeogeographical implications of a well-balanced late Middle Pleistocene fauna from Quisiana-Certosa (Capri, Southern Italy)",Bollettino della Societa Paleontologica Italiana,,NA,NA,34,2,235,261,journal article,English,
8408,ref,occ,H.,de Bruijn,,,,1989,"Smaller mammals from the Upper Miocene and Lower Pliocene of the Strimon basin, Greece. Part 1. Rodentia and Lagomorpha",Bollettino della Societa Paleontologica Italiana,,NA,NA,28,02-Mar,189,195,journal article,English,
9135,ref,occ,G. D.,Koufos,,,,2001,The Villafranchian mammalian faunas and biochronology of Greece,Bollettino della Societa Paleontologica Italiana,,NA,NA,40,2,217,223,journal article,English,
10720,ref,occ,C.,Radulescu,P.-M.,Samson,,2001,Biochronology and evolution of the Early Pliocene to the Early Pleistocene mammalian faunas of Romania,Bollettino della Societa Paleontologica Italiana,,NA,NA,40,2,285,291,journal article,English,
10174,ref,occ,P.,Di Stefano,M.,Gullo,B. Senowbari-Daryan,1990,The Upper Triassic Reef of Monte Genuardo (Southwestern Sicily),Bollettino della Società Geologica Italiana,,NA,NA,109,,103,114,journal article,English,
4271,ref,occ,I.,Dieni,F. A.,Middlemiss,E. F. Owen,1973,The Lower Cretaceous Brachiopods of east-central Sardinia,Bollettino della Società Paleontologica Italiana,,NA,NA,12,2,166,216,journal article,English,
10128,ref,occ,B.,Senowbari-Daryan,P.,Di Stefano,,1988,"Amblysiphonella maxima n. sp., a new Sphinctozoan sponge from Upper Triassic reefs in Sicily",Bollettino della Società Paleontologica Italiana,,NA,NA,27,1,17,21,journal article,English,
7477,ref,occ,D. H.,Mai,,,,1995,Palaeocarpological investigations in the Villafranchian (Pliocene) of Italy,Bollettino Museo Regionale di Scienze Naturali,,NA,NA,13,2,407,437,journal article,English,
9435,ref,occ,M,Moros,W,Lempke,A. Kuijpers; R. Endler; J.B. ensen; O. Bennike; F. Gingele,2002,Regressions and transgressions of the Baltic Basin reflected by a new high-resolution deglacial and postglacial lithostratigraphy for Arkona Basin sediments (western Baltic Sea),Boreas,,NA,NA,31,2,151,162,journal article,English,
6422,ref,occ,P. M.,Bonamo,,,H.P Banks and J.D. Grierson,1988,"Leclercqia, Haskinsia, and the Role of Leaves in Delineation of Devonian Lycopod Genera",Botanical Gazette,,NA,NA,149,2,222,239,journal article,English,
8687,ref,occ,D. L.,Dilcher,P. W.,Basson,,1990,Mid-Cretaceous angiosperm leaves from a new fossil locality in Lebanon,Botanical Gazette,,NA,NA,151,4,538,547,journal article,English,
6511,ref,occ,D. A.,Eggert,N.Y.,Kanemoto,,1977,Stem Phloem of a Middle Pennsylvanian Lepidodendron,Botanical Gazette,,NA,NA,138,1,102,111,journal article,English,
6546,ref,occ,P.G.,Gensel,H.N.,Andrews,W.H. Forbes,1975,A New Species of Sawdonia with Notes on the Origin of Microphylls and Lateral Sporangia,Botanical Gazette,,NA,NA,136,1,50,62,journal article,English,
8704,ref,occ,R. K.,Jain,,,,1964,"Indocarpa intertrappea gen. et sp. nov., a new dicotyledonous fruit from the Deccan Intertrappean Series, India",Botanical Gazette,,NA,NA,125,1,26,33,journal article,English,
6519,ref,occ,J. E.,Mickle,,,,1980,Ankyropteris from the Pennsylvanian of Eastern Kentucky,Botanical Gazette,,NA,NA,141,2,230,243,journal article,English,
8340,ref,occ,L. A.,Raubeson,P.G.,Gensel,,1991,Upper Cretaceous conifer leaf fossils from the Black Creek Formation with an assessment of affinitiesusing principal components analysis,Botanical Gazette,,NA,NA,152,3,380,391,journal article,English,
6468,ref,occ,W. E.,Stein,,,,1982,"Iridopteris eriensis from the Middle Devonian of North America, with Systematics of Apparently Related Taxa",Botanical Gazette,,NA,NA,143,3,401,416,journal article,English,
6664,ref,occ,D. E.,Thomas,,,,1935,A new species of Calamopitys from the American Devonian,Botanical Gazette,,NA,NA,97,,334,345,journal article,English,
9305,ref,occ,A.N.,Drinnan,P.R.,Crane,"E.M. Friis, K.R. Pedersen",1990,Lauraceous flowers from the Potomac Group (Mid-Cretaceous) of eastern North America,"Botanical Gazette, University of Chicago",,NA,NA,151,3,370,384,,English,
8263,ref,occ,V.P.,Vladimirovich,,,,1959,Study of the Late Triassic-Early Jurassic flora of eastern Urals,Botanical Journal,,NA,NA,44,4,457,466,journal article,English,
6488,ref,occ,C. M.,Berry,D.,Edwards,,1996,"The herbaceous lycophyte Haskinsia Grierson and Banks from the Devonian of western Venezuela, with observations on leaf morphology and fertile specimens",Botanical Journal of the Linnean Society,,NA,NA,122,,103,122,journal article,English,
8930,ref,occ,S. D.,Chitaley,S. A.,Paradkar,,1972,Rodeites Sahni reinvestigated-I,Botanical Journal of the Linnean Society,,NA,NA,65,,109,117,journal article,English,
3938,ref,occ,D.,Edwards,,,,1982,Fragmentary non-vascular plant microfossils from the late Silurian of Wales,Botanical Journal of the Linnean Society,,NA,NA,84,,223,256,journal article,English,
3959,ref,occ,D.,Edwards,U.,Fanning,J. B. Richardson,1994,Lower Devonian coalified sporangia from Shropshire; Salopella Edwards & Richardson and Tortilicaulis Edwards,Botanical Journal of the Linnean Society,,NA,NA,116,,89,110,journal article,English,
3940,ref,occ,D.,Edwards,J.,Feehan,D. G. Smith,1983,"A late Wenlock flora from Co. Tipperary, Ireland",Botanical Journal of the Linnean Society,,NA,NA,86,,19,36,journal article,English,
4099,ref,occ,D.,Edwards,E. M.,Morel,"F. Paredes, D. B. Ganuza, and A. Zuniga",2001,Plant assemblages from the Silurian of southern Bolivia and their palaeogeographic significance,Botanical Journal of the Linnean Society,,NA,NA,135,,229,250,journal article,English,
4091,ref,occ,D.,Edwards,C. H.,Wellman,L. Axe,1999,Tetrads in sporangia and spore masses from the Upper Silurian and Lower Devonian of the Welsh Borderland,Botanical Journal of the Linnean Society,,NA,NA,130,,111,156,journal article,English,
6348,ref,occ,J. D.,Grierson,H. P.,Banks,,1983,A new genus of lycopods from the Devonian of New York State,Botanical Journal of the Linnean Society,,NA,NA,86,,81,101,journal article,English,
4057,ref,occ,S. G.,Hao,,,,1992,"Some observations on Zosterophyllum australianum Lang & Cookson from the Lower Devonian of Yunnan, China",Botanical Journal of the Linnean Society,,NA,NA,109,,189,202,journal article,English,
3919,ref,occ,F. M.,Hueber,,,,1983,"A new species of Baragwanathia from the Sextant Formation (Emsian) Northern Ontario, Canada",Botanical Journal of the Linnean Society,,NA,NA,86,,57,79,journal article,English,
4039,ref,occ,C. -S.,Li,D.,Edwards,,1995,"A re-investigation of Halle's Drepanophycus spinaeformis Gopp. from the Lower Devonian of Yunnan Province, southern China",Botanical Journal of the Linnean Society,,NA,NA,118,,163,192,journal article,English,
6415,ref,occ,L. C.,Matten,,,,1974,"The Givetian flora from Cairo, New York: Rhacophyton, Triloboxylon, and Cladoxylon",Botanical Journal of the Linnean Society,,NA,NA,68,4,303,318,journal article,English,
6763,ref,occ,N. P.,Rowe,,,,1988,New observations on the lower Carboniferous pteridosperm Diplopteridium Walton and an associated synangiate organ,Botanical Journal of the Linnean Society,,NA,NA,97,,125,158,journal article,English,
8162,ref,occ,G.V.,Delle,,,,1962,Materials about the Jurassic flora of the Azerbaijan,Botanicheskii Zhurnal,,NA,NA,47,5,690,693,journal article,Russian and English,
5320,ref,occ,J. E.,Yellen,A. S.,Brooks,"R. Stuckenrat, R. Welbourne",1987,"A terminal Pleistocene assemblage from Drotsky Cave,western Ngamiland,Botswana",Botswana Notes and Records,,NA,NA,19,,1,6,,English,
12168,ref,occ,R.,Estes,,,,1969,A new fossil discoglossid frog from Montana and Wyoming,Breviora,,NA,NA,328,,1,7,journal article,English,
11560,ref,occ,B.,Kummel,,,,1960,Anisian ammonoids from Malaya,Breviora,,NA,NA,124,,1,7,journal article,English,
11561,ref,occ,B.,Kummel,S.,Sakagami,,1960,"Mid-Scythian Ammonites from Iwai Formation, Japan",Breviora,,NA,NA,126,,1,11,journal article,English,
9233,ref,occ,J. H.,Ostrom,,,,1976,On a new specimen of the Lower Cretaceous theropod dinosaur <i>Deinonychus antirrhopus</i>,Breviora,,NA,NA,439,,1,21,journal article,English,
2952,ref,occ,K. D.,Rose,,,,1979,A new Paleocene palaeanodont and the origin of the Metacheiromyidae (Mammalia),Breviora,,NA,NA,455,,1,14,journal article,English,
8478,ref,occ,W.D,Tidwell,G.F.,Thayn,J.L. Roth,1976,Cretaceous and Early Tertiary Floras of the Intermountain Area,Brigham Youg University Geology Studies,,NA,NA,22,3,77,98,journal article,English,
4137,ref,occ,W. D.,Tidwell,,,,1967,"Flora of Manning Canyon Shale, Part I: A lowermost Pennsylvanian flora from the Manning Canyon Shale, Utah, and its stratigraphic significance",Brigham Young University Geological Studies,,NA,NA,14,,3,66,serial monograph,English,
4278,ref,occ,A. K.,Chamberlain,,,,1981,Biostratigraphy of the Great Blue Formation,Brigham Young University Geology Studies,,NA,NA,28,3,9,17,book/book chapter,English,
7478,ref,occ,P. M.,Galton,J. A.,Jensen,,1979,Remains of ornithopod dinosaurs from the Lower Cretaceous of North America,Brigham Young University Geology Studies,,NA,NA,25,3,1,10,journal article,English,
12264,ref,occ,P. M.,Galton,J. A.,Jensen,,1979,A new large theropod dinosaur from the Upper Jurassic of Colorado,Brigham Young University Geology Studies,,NA,NA,26,1,1,12,journal article,English,
12622,ref,occ,P. M.,Galton,J. A.,Jensen,,1973,Skeleton of a hypsilophodontid dinosaur (Nanosaurus (?) rex) from the Upper Jurassic of Utah,Brigham Young University Geology Studies,,NA,NA,20,4,137,157,journal article,English,
2087,ref,occ,J. I.,Kirkland,B.,Britt,"D. L. Burge, K. Carpenter, R. Cifelli, F. DeCourten, J. Eaton, S. Hasiotis, T. Lawton",1997,"Lower to Middle Cretaceous dinosaur faunas of the central Colorado Plateau: a key to understanding 35 million years of tectonics, sedimentology, evolution and biogeography",Brigham Young University Geology Studies,,NA,NA,42,2,69,103,journal article,English,
10656,ref,occ,J. I.,Kirkland,K.,Carpenter,,1994,North America's first pre-Cretaceous ankylosaur (Dinosauria) from the Upper Jurassic Morrison Formation of western Colorado,Brigham Young University Geology Studies,,NA,NA,40,,25,42,journal article,English,
10840,ref,occ,R. A.,Melton,,,,1972,"Paleoecology and paleoenvironment of the upper Honaker Trail Formation near Moab, Utah",Brigham Young University Geology Studies,,NA,NA,19,2,45,88,journal article,English,
11153,ref,occ,N. D.,Newell,J.K.,Rigby,"A. Driggs, D.W. Boyd, F.G. Stehli",1976,"Permian reef complex, Tunisia",Brigham Young University Geology Studies,,NA,NA,23,1,75,112,journal article,English,
2930,ref,occ,S. F.,Robison,,,,1986,"Paleocene (Puercan-Torrejonian) mammalian faunas of the North Horn Formation, central Utah",Brigham Young University Geology Studies,,NA,NA,33,1,87,133,journal article,English,
10832,ref,occ,F. M.,Terrell,,,,1972,"Lateral facies and paleoecology of Permian Elephant Canyon Formation, Grand County, Utah",Brigham Young University Geology Studies,,NA,NA,19,2,3,44,journal article,English,
910,ref,occ,J. L. B.,Baer,,,,1962,"Geology of the Star Range, Beaver County Utah","Brigham Young University, Geology Studies",,NA,NA,9,2,29,52,journal article,English,
3823,ref,occ,R. L.,Chamberlain,,,,1980,"Structure and Stratigraphy of the Rex Peak Quadrangle, Rich County, Utah",Brigham Young Universoty Geology Studies,,NA,NA,27,3,44,54,book/book chapter,English,
8051,ref,occ,W.S.,Lacey,R. C.,Lucas,,1981,"A Lower Permian flora from the Theron Mountains, Coats Land",British Antarctic Survey Bulletin,,NA,NA,53,,153,156,journal article,English,
9856,ref,occ,M. R. A.,Thomson,,,,1981,Late Mesozoic stratigraphy and invertebrate palaeontology of the South Orkney Isalnds,British Antarctic Survey Bulletin,,NA,NA,,54,65,83,journal article,English,
6852,ref,occ,T. M.,Harris,,,,1979,The Yorkshire Jurassic Flora V. Coniferales,British Museum (Natural History),,NA,NA,5,,1,150,serial monograph,English,
8057,ref,occ,S.,Archangelsky,R. H.,Wagner,,1983,Glossopteris anatolica sp. nov. from uppermost Permian strata in south-east Turkey,British Museum of Natural History Bulletin,,NA,NA,37,,81,91,journal article,English,
6317,ref,occ,C. B.,Beck,,,,1960,The Identity of Archaeopteris and Callixylon,Brittonia,,NA,NA,12,,351,368,journal article,English,
11331,ref,occ,C. C.,Young,,,,1937,On a Miocene Mammalian Fauna from Shantung,Bulletin - Geological Society of China,,NA,NA,17,2,209,244,journal article,English,
11333,ref,occ,C. C.,Young,M. N.,Bien,,1937,Cenozoic geology of the Kaolan-Yungteng area of Central Kansu,Bulletin - Geological Society of China.,,NA,NA,16,,221,260,journal article,English,
4305,ref,occ,P. D.,Lane,,,,1979,"Llandovery trilobites from Washington Land, North Greenland",Bulletin - Gronlands Geologiske Undersogelse,,NA,NA,131,,1,9,journal article,English,
11841,ref,occ,D. T.,Dockery,,,,1977,"Mollusca of the Moodys Branch Formation, Mississippi","Bulletin - Mississippi Geological, Economic and Topographic Survey",,NA,NA,120,,,,serial monograph,English,
11204,ref,occ,B. S.,Kues,,,,1992,"A Late Pennsylvanian restricted-marine fauna from the Kinney Quarry, Manzanita Mountains, New Mexico in Geology and paleontology of the Kinney Brick Quarry, Late Pennsylvanian, central New Mexico, Jiri Zidek, editor",Bulletin - New Mexico Bureau of Mines & Mineral Resources,,NA,NA,138,,87,97,serial monograph,English,
187,ref,occ,T. W.,Amsden,,,,1974,"Late Ordovician and Early Silurian articulate brachiopods from Oklahoma, southwestern Illinois, and eastern Missouri",Bulletin - Oklahoma Geological Survey,,NA,NA,119,,1,154,,English,
465,ref,occ,D. T.,Dockery,,,,1993,"The Streptoneuran gastropods, exclusive of the Stenoglossa, of the coffee sand (Campanian) of Northeastern Mississippi",Bulletin (Mississippi Office of Geology),,NA,NA,129,,1,191,,English,
9860,ref,occ,B.,Senowbari-Daryan,P.,Schäfer,,1979,Distributional Patterns of Calcareous Algae within Upper Triassic Patch Reef Structures of the Northern Calcareous Alps (Salzburg),Bulletin Cent. Rech. Explor.- Prod. Elf-Aquitaine,,NA,NA,,3,811,820,journal article,English,
8711,ref,occ,E.,Buffetaut,M.,Ouaja,,2002,"A new specimen of Spinosaurus (Dinosauria, Theropoda) from the Lower Cretaceous of Tunisia, with remarks on the evolutionary history of the Spinosauridae",Bulletin de la Société Géologique de France,,NA,NA,173,5,412,421,journal article,English,
10125,ref,occ,T.,Danelian,L.,Popov,,2003,Ordovician radiolarian biodiversity: insights based on new and revised data from Kazakhstan,Bulletin de la Société géologique de France,,NA,NA,174,4,325,335,journal article,English,
