"reference_no","samp_country","aff_country"
70613,"USA","USA"
68392,"Russia","Russia"
70358,"Russia","Russia"
70177,"New Caledonia","New Zealand"
70177,"New Zealand","New Zealand"
72917,"Morocco","UK"
71109,"USA","USA"
67888,"China","Germany"
69940,"Canada","Russia"
74221,"USA","Russia"
70609,"Spain","Spain"
73834,"Pakistan","Pakistan"
73853,"USA","Canada"
67807,"Libya","UK"
67807,"UK","UK"
70117,"Serbia","Serbia"
70117,"Turkey","Serbia"
70667,"Bosnia & Herzegovina","Serbia"
70667,"Serbia","Serbia"
72428,"Italy","Austria"
68337,"Argentina","Argentina"
73796,"USA","Germany"
69718,"Germany","Germany"
70232,"Myanmar (Burma)","Ukraine"
70805,"USA","USA"
30741,"Antarctica","Belgium"
72000,"Australia","Belgium"
72000,"New Zealand","Belgium"
29738,"Netherlands","Belgium"
70973,"Vietnam","Germany"
61730,"USA","Japan"
67737,"China","Japan"
68632,"USA","USA"
70257,"New Zealand","Germany"
69739,"New Zealand","Germany"
61682,"New Zealand","Germany"
71671,"Belgium","Germany"
61691,"Canada","Germany"
61691,"USA","Germany"
68780,"Belgium","Germany"
68780,"France","Germany"
71097,"Canada","Canada"
73585,"China","USA"
73538,"Mexico","USA"
74405,"Timor-Leste","Norway"
73607,"Myanmar (Burma)","Brazil"
69717,"Brazil","Brazil"
71297,"Mongolia","Austria"
70545,"France","France"
70545,"Morocco","France"
69866,"Czechia","Czech Republic"
12674,"Lebanon","USA"
63940,"France","France"
70536,"Myanmar (Burma)","Germany"
71096,"Egypt","Germany"
71096,"Kenya","Germany"
73361,"Brazil","Brazil"
68415,"Myanmar (Burma)","Finland"
68415,"Russia","Finland"
72280,"Gabon","Gabon"
72912,"Argentina","Argentina"
71108,"India","Germany"
71384,"UK","France"
69178,"France","France"
69422,"France","France"
68339,"USA","USA"
70289,"USA","USA"
68979,"Czechia","Czech Republic"
70543,"Russia","Czech Republic"
71193,"Argentina","Argentina"
68146,"Tanzania","USA"
69356,"Mali","USA"
72624,"Moldova","Moldova"
70663,"Japan","Japan"
73166,"Colombia","Belgium"
74913,"Argentina","Argentina"
74913,"Mexico","Argentina"
74917,"Argentina","Argentina"
71298,"Spain","Spain"
70143,"Chile","Chile"
70534,"Myanmar (Burma)","USA"
71101,"Brazil","Brazil"
73164,"Argentina","Argentina"
72913,"Argentina","Argentina"
69286,"Spain","UK"
70231,"Spain","UK"
63448,"Egypt","Spain"
67846,"Spain","Spain"
70952,"Russia","Italy"
70637,"Russia","Italy"
69171,"South Korea","South Korea"
70774,"USA","USA"
69556,"Morocco","USA"
64561,"Thailand","UK"
72430,"Argentina","Argentina"
68974,"Greenland","Sweden"
71263,"Turkey","Spain"
71099,"Australia","Australia"
73945,"Spain","Spain"
4427,"Italy","Italy"
68471,"Ukraine","Russia"
71338,"Spain","France"
69008,"Italy","Italy"
72450,"Netherlands","Netherlands"
61681,"Argentina","Argentina"
72837,"Portugal","Germany"
67992,"Argentina","Argentina"
70098,"Namibia","France"
70099,"Namibia","France"
70100,"Namibia","France"
69018,"Romania","Romania"
69012,"Russia","Germany"
70067,"Russia","USA"
70525,"Dominican Republic","USA"
74156,"Myanmar (Burma)","USA"
69521,"Germany","Germany"
61707,"USA","USA"
68012,"Jordan","UK"
71301,"USA","USA"
70307,"Argentina","Argentina"
70996,"Portugal","Portugal"
72551,"Argentina","Argentina"
73370,"China","China"
73269,"Argentina","Argentina"
69345,"Ukraine","Ukraine"
70349,"Germany","Ukraine"
70349,"Russia","Ukraine"
68326,"UK","UK"
68240,"Switzerland","Switzerland"
68129,"Kenya","USA"
71295,"Argentina","Germany"
69759,"Germany","Germany"
67803,"South Africa","South Africa"
69773,"France","France"
68659,"Italy","Italy"
69296,"Tanzania","Germany"
69342,"USA","USA"
67533,"Venezuela","Venezuela"
69863,"Uruguay","Uruguay"
70213,"Mexico","Mexico"
71078,"Dominican Republic","USA"
69222,"USA","Canada"
74119,"Italy","South Africa"
71354,"UK","UK"
68078,"Myanmar (Burma)","Czech Republic"
73999,"Antarctica","Argentina"
73354,"Mexico","Mexico"
71490,"Germany","Germany"
70688,"Bosnia & Herzegovina","Poland"
66986,"Panama","USA"
66986,"Venezuela","USA"
71449,"Egypt","Egypt"
69147,"Thailand","Germany"
70211,"Malaysia","Malaysia"
74658,"Malaysia","Malaysia"
70181,"USA","USA"
70888,"France","Germany"
67211,"France","France"
67211,"Germany","France"
67211,"Italy","France"
67211,"Pakistan","France"
67211,"Romania","France"
67211,"Slovenia","France"
67211,"Switzerland","France"
71264,"Venezuela","Switzerland"
73955,"Canada","Switzerland"
69648,"Argentina","Argentina"
72897,"Argentina","Argentina"
74438,"Russia","Germany"
73372,"Mexico","USA"
69421,"France","France"
71152,"France","France"
71711,"France","France"
68071,"New Zealand","USA"
71200,"China","USA"
71632,"Germany","USA"
74939,"Italy","USA"
70468,"Russia","Russia"
68508,"Spain","Spain"
69369,"Russia","Latvia"
68481,"Lebanon","Russia"
68037,"Estonia","USA"
70702,"China","China"
61736,"USA","USA"
72292,"USA","USA"
70864,"UK","Denmark"
72250,"Russia","Russia"
71215,"South Korea","South Korea"
73352,"Chile","Chile"
69037,"France","Belgium"
69037,"Switzerland","Belgium"
65893,"Venezuela","Venezuela"
69282,"Myanmar (Burma)","Germany"
73606,"China","China"
69733,"Brazil","Brazil"
69357,"Germany","Germany"
68679,"USA","USA"
68616,"USA","USA"
68920,"Myanmar (Burma)","Bulgaria"
71477,"Germany","Sweden"
70957,"Germany","Austria"
69226,"Russia","Russia"
70602,"Russia","Russia"
71794,"Poland","Poland"
71048,"Ukraine","Russia"
70101,"Turkey","Russia"
70953,"Dominican Republic","Poland"
71383,"UK","Poland"
70079,"Japan","Japan"
71019,"Myanmar (Burma)","China"
70522,"China","China"
12696,"Japan","Japan"
70923,"Mongolia","Japan"
14607,"Japan","Japan"
60608,"Japan","Japan"
61710,"Japan","Japan"
73122,"Argentina","Argentina"
67586,"Saudi Arabia","Italy"
71065,"Costa Rica","USA"
71065,"USA","USA"
68892,"Russia","UK"
68892,"Lithuania","UK"
68892,"Myanmar (Burma)","UK"
71207,"China","China"
71731,"Myanmar (Burma)","UK"
69341,"Myanmar (Burma)","UK"
70735,"Myanmar (Burma)","UK"
68318,"Japan","Japan"
67732,"Thailand","Thailand"
73980,"Argentina","Argentina"
73980,"Bolivia","Argentina"
70955,"Mexico","Mexico"
71318,"Taiwan","Taiwan"
68688,"Mongolia","Mongolia"
69822,"Morocco","France"
73393,"Argentina","Argentina"
73288,"Spain","France"
73755,"Morocco","UK"
70220,"Mexico","Mexico"
68904,"Germany","France"
68787,"Luxembourg","France"
70045,"Myanmar (Burma)","Luxembourg"
12588,"Egypt","Germany"
67781,"Myanmar (Burma)","Slovakia"
67781,"Syria","Slovakia"
69836,"Myanmar (Burma)","Slovakia"
71846,"Myanmar (Burma)","Slovakia"
69712,"Argentina","USA"
69515,"China","China"
71250,"China","China"
71146,"China","China"
70648,"China","China"
70190,"China","China"
69145,"China","China"
73365,"China","China"
71362,"UK","Poland"
68504,"USA","China"
69831,"France","France"
69831,"Switzerland","France"
70656,"Serbia","Netherlands"
61620,"Antarctica","USA"
71593,"China","USA"
70126,"Myanmar (Burma)","Germany"
69525,"Argentina","USA"
72087,"Tonga","Australia"
74075,"Russia","Poland"
70166,"China","China"
67728,"China","China"
69181,"Myanmar (Burma)","Germany"
70746,"Greece","Austria"
69035,"China","China"
70359,"China","China"
68260,"Dominican Republic","USA"
68260,"Myanmar (Burma)","USA"
68260,"Russia","USA"
69456,"Myanmar (Burma)","China"
70631,"China","China"
69760,"China","China"
68094,"Myanmar (Burma)","China"
70571,"Myanmar (Burma)","China"
70223,"China","China"
70681,"China","China"
70591,"India","USA"
71068,"USA","USA"
69697,"Switzerland","Switzerland"
71324,"Poland","Czech Republic"
70947,"USA","USA"
74222,"Germany","Germany"
71105,"China","China"
71270,"China","China"
68693,"Myanmar (Burma)","China"
70214,"China","China"
70261,"China","China"
70668,"Western Sahara","Morocco"
70669,"Western Sahara","Morocco"
75187,"Russia","Russia"
65397,"Saudi Arabia","Saudi Arabia"
65091,"Kenya","USA"
66879,"Slovakia","Slovakia"
67540,"Bosnia & Herzegovina","Germany"
70762,"Argentina","Argentina"
64714,"Germany","Russia"
64714,"Russia","Russia"
70887,"Japan","Japan"
71889,"Morocco","Germany"
40126,"Japan","Japan"
70370,"Greece","Greece"
67349,"USA","USA"
67510,"Russia","Russia"
64898,"China","China"
64734,"Philippines","Italy"
64955,"Spain","Spain"
40629,"Italy","Italy"
68067,"Myanmar (Burma)","China"
65606,"UK","USA"
66656,"Luxembourg","USA"
65730,"USA","USA"
67572,"USA","USA"
71949,"Morocco","Poland"
67099,"Morocco","Poland"
56664,"Spain","Spain"
71548,"Italy","Italy"
71081,"Russia","Russia"
66808,"Switzerland","Switzerland"
66861,"Poland","Poland"
12669,"Russia","Russia"
66045,"USA","UK"
66765,"Argentina","Argentina"
67242,"Spain","Spain"
74924,"India","India"
67406,"China","China"
73402,"Argentina","Argentina"
73843,"Italy","Italy"
67045,"Svalbard & Jan Mayen","Norway"
68921,"USA","USA"
71066,"Taiwan","Australia"
74410,"Iraq","Romania"
66263,"Poland","Latvia"
68519,"Russia","Latvia"
65655,"Russia","Latvia"
65999,"Tanzania","UK"
64808,"Myanmar (Burma)","China"
67253,"Argentina","Spain"
66407,"Venezuela","Argentina"
72745,"Argentina","Argentina"
67168,"Brazil","Brazil"
66215,"Argentina","Australia"
67292,"USA","USA"
65725,"Argentina","Argentina"
67429,"Italy","Italy"
64928,"Colombia","Switzerland"
64928,"Venezuela","Switzerland"
70518,"Argentina","Argentina"
64617,"Myanmar (Burma)","USA"
65647,"Brazil","Brazil"
67782,"Brazil","USA"
66363,"Mexico","Mexico"
66515,"UK","Sweden"
65707,"Myanmar (Burma)","China"
66244,"Russia","China"
66048,"Myanmar (Burma)","China"
67331,"Myanmar (Burma)","China"
68487,"Myanmar (Burma)","China"
66795,"Russia","China"
66796,"Myanmar (Burma)","China"
67734,"Russia","China"
67352,"China","China"
73483,"Argentina","Argentina"
73162,"Argentina","Argentina"
64976,"Mexico","Mexico"
67759,"Myanmar (Burma)","USA"
60258,"Italy","Italy"
74333,"USA","USA"
67986,"Argentina","Argentina"
74159,"Morocco","France"
71926,"Morocco","France"
65784,"Romania","Romania"
67777,"China","France"
67568,"Greenland","France"
70290,"China","China"
67323,"USA","USA"
64661,"USA","USA"
67274,"Myanmar (Burma)","USA"
64606,"Argentina","Argentina"
64606,"Bolivia","Argentina"
66907,"USA","USA"
66923,"Belgium","France"
66923,"Spain","France"
67480,"Brazil","Brazil"
65656,"Eritrea","Italy"
64441,"Lithuania","USA"
66884,"USA","USA"
66709,"Myanmar (Burma)","China"
67221,"Myanmar (Burma)","Germany"
67538,"USA","USA"
70979,"USA","USA"
73953,"Svalbard & Jan Mayen","Norway"
64821,"Myanmar (Burma)","Russia"
66356,"China","USA"
64516,"Myanmar (Burma)","USA"
73184,"Chile","USA"
41104,"USA","USA"
67110,"Iran","Iran"
67092,"China","China"
64438,"Russia","Italy"
66507,"Russia","Italy"
66885,"Russia","Italy"
67055,"Russia","Italy"
71932,"Morocco","Poland"
67523,"Hungary","Hungary"
73397,"Argentina","Argentina"
66379,"New Zealand","New Zealand"
67174,"China","USA"
67173,"Italy","USA"
67662,"USA","USA"
66681,"USA","USA"
64805,"China","China"
69179,"China","China"
67645,"China","China"
65094,"China","China"
66076,"China","Italy"
66076,"India","Italy"
66076,"Yemen","Italy"
67391,"Ukraine","Poland"
66873,"Mexico","Mexico"
68587,"Argentina","Argentina"
64475,"USA","USA"
65706,"Greece","Switzerland"
67014,"USA","Poland"
66540,"France","France"
67661,"Namibia","France"
48154,"Moldova","Ukraine"
48154,"Russia","Ukraine"
64818,"Serbia","Ukraine"
72941,"Canada","Canada"
72941,"USA","Canada"
66874,"Colombia","Russia"
66874,"Dominican Republic","Russia"
67620,"Mexico","Mexico"
65697,"Azerbaijan","Ukraine"
66782,"Russia","Russia"
66521,"Russia","Russia"
67575,"Romania","Romania"
67373,"Lebanon","USA"
65764,"Mexico","Mexico"
66258,"Myanmar (Burma)","Italy"
74700,"Portugal","Portugal"
73764,"Venezuela","France"
73642,"USA","USA"
65406,"Myanmar (Burma)","Germany"
67597,"Russia","Czech Republic"
64956,"Brazil","Germany"
64956,"Germany","Germany"
71893,"Morocco","Poland"
67545,"USA","USA"
65489,"Morocco","France"
74853,"USA","Germany"
65003,"Dominican Republic","Finland"
65003,"Russia","Finland"
66839,"Denmark","Finland"
66839,"Germany","Finland"
66839,"Russia","Finland"
68524,"Myanmar (Burma)","Austria"
65609,"Poland","Austria"
65476,"USA","USA"
66998,"USA","USA"
66040,"France","UK"
71761,"Morocco","Poland"
65166,"Myanmar (Burma)","China"
69284,"China","China"
67659,"USA","Sweden"
67013,"Russia","USA"
67013,"USA","USA"
34008,"USA","USA"
67414,"Myanmar (Burma)","Poland"
67414,"Russia","Poland"
67317,"Belgium","Netherlands"
67317,"Denmark","Netherlands"
67297,"USA","USA"
72605,"Norway","Spain"
66260,"Kazakhstan","Germany"
66882,"China","China"
67880,"Mexico","Mexico"
73641,"USA","USA"
72952,"Uruguay","Uruguay"
67556,"USA","Switzerland"
72748,"Bolivia","Bolivia"
66902,"USA","USA"
66025,"Russia","USA"
66024,"Russia","USA"
65012,"South Africa","USA"
66510,"Greece","Greece"
67733,"USA","Poland"
74400,"Iraq","Iraq"
66474,"Germany","Germany"
67454,"Russia","Russia"
67127,"UK","UK"
65694,"UK","UK"
23873,"USA","USA"
66652,"Russia","Russia"
70601,"Turkey","Sweden"
68159,"Italy","Sweden"
66224,"Italy","Sweden"
68543,"France","Russia"
67614,"Kazakhstan","Russia"
67614,"Kyrgyzstan","Russia"
68521,"Denmark","Australia"
70109,"Norway","Norway"
66904,"USA","USA"
71941,"Morocco","Switzerland"
71939,"Morocco","Switzerland"
68249,"Myanmar (Burma)","Czech Republic"
73973,"Belgium","Canada"
65058,"UK","Poland"
67330,"Russia","Russia"
68497,"Kazakhstan","Russia"
68497,"Mongolia","Russia"
74020,"UK","Russia"
74020,"Germany","Russia"
74020,"Belarus","Russia"
74020,"France","Russia"
74020,"Uzbekistan","Russia"
74020,"Turkmenistan","Russia"
74020,"Kazakhstan","Russia"
74020,"Belgium","Russia"
74020,"Russia","Russia"
73682,"USA","USA"
68398,"Russia","Russia"
68398,"Svalbard & Jan Mayen","Russia"
67463,"Greece","Greece"
71903,"Morocco","Poland"
67457,"South Africa","South Africa"
74236,"India","India"
66860,"France","Canada"
66860,"USA","Canada"
65107,"French Southern Territories","Belgium"
66257,"Australia","Australia"
74280,"Australia","Australia"
66648,"Canada","USA"
69675,"Costa Rica","Costa Rica"
67754,"Myanmar (Burma)","Russia"
66632,"Ukraine","Russia"
67389,"Poland","Russia"
67889,"Poland","Russia"
67889,"Russia","Russia"
71331,"Russia","Russia"
67845,"Myanmar (Burma)","China"
66259,"China","China"
63150,"China","China"
64806,"China","China"
67295,"USA","USA"
67296,"USA","USA"
66262,"Myanmar (Burma)","China"
66235,"Myanmar (Burma)","Poland"
69889,"Greece","Mexico"
65819,"Morocco","UK"
65785,"Mongolia","Russia"
64500,"Myanmar (Burma)","China"
65095,"Myanmar (Burma)","China"
69695,"China","China"
68331,"France","Russia"
66936,"Germany","Russia"
67619,"Germany","Russia"
70249,"Argentina","Argentina"
67405,"Brazil","Brazil"
65698,"Tanzania","Germany"
73438,"USA","USA"
67374,"Germany","Germany"
66649,"Russia","Russia"
66609,"Myanmar (Burma)","Hungary"
67493,"Denmark","Poland"
73395,"Uruguay","Uruguay"
73454,"Uruguay","Uruguay"
67649,"USA","USA"
66762,"Brazil","Brazil"
66792,"Russia","Russia"
12675,"Spain","USA"
74086,"Spain","Spain"
68517,"Myanmar (Burma)","Japan"
65722,"Japan","Japan"
66242,"Germany","Germany"
65788,"Mali","USA"
73989,"USA","USA"
67411,"Serbia","Austria"
71774,"Morocco","Czech Republic"
66606,"Russia","Germany"
67667,"Russia","Russia"
64697,"Switzerland","Italy"
71890,"Argentina","Argentina"
67616,"Poland","Poland"
67550,"USA","USA"
67001,"Denmark","Denmark"
66256,"France","France"
67784,"Russia","Russia"
67421,"Romania","Germany"
65498,"Pakistan","Germany"
67498,"Japan","Japan"
67378,"Japan","Japan"
18061,"USA","USA"
72133,"Taiwan","Taiwan"
64815,"Morocco","UK"
66651,"France","France"
67832,"Bulgaria","Bulgaria"
67291,"Thailand","Japan"
72535,"Argentina","Argentina"
64601,"Italy","Germany"
72331,"Colombia","Colombia"
69416,"Argentina","Argentina"
64696,"Russia","UK"
74233,"China","China"
67027,"Colombia","Colombia"
66978,"Czechia","UK"
67436,"Italy","Italy"
66472,"Canada","USA"
66472,"USA","USA"
73597,"Brazil","Brazil"
73597,"Argentina","Brazil"
73597,"Ecuador","Brazil"
73260,"Italy","Italy"
65622,"Russia","Ukraine"
68525,"Russia","Ukraine"
68525,"Ukraine","Ukraine"
66784,"Ukraine","Ukraine"
67249,"Italy","Italy"
67743,"Argentina","Argentina"
70119,"Namibia","France"
70985,"Lebanon","Slovakia"
70985,"Myanmar (Burma)","Slovakia"
67407,"Myanmar (Burma)","Germany"
67407,"Russia","Germany"
71897,"Morocco","Switzerland"
71764,"Dominican Republic","USA"
67758,"Myanmar (Burma)","USA"
64368,"USA","USA"
66937,"Ukraine","Ukraine"
67547,"Germany","Ukraine"
67547,"Russia","Ukraine"
66221,"Ukraine","Ukraine"
66221,"Germany","Ukraine"
66530,"Ukraine","Ukraine"
64489,"Peru","Denmark"
66073,"Brunei","Brunei"
67290,"Switzerland","Italy"
66447,"Spain","Spain"
66777,"Italy","Italy"
67506,"French Polynesia","France"
67606,"Mexico","Mexico"
70689,"Mexico","Mexico"
66261,"USA","USA"
73196,"Spain","France"
73196,"Morocco","France"
73196,"France","France"
66689,"Uruguay","Uruguay"
64850,"Italy","South Africa"
65797,"China","China"
65641,"Russia","Russia"
71934,"Morocco","Netherlands"
65761,"Egypt","Egypt"
66653,"Italy","Italy"
66443,"Spain","Spain"
67237,"USA","USA"
74000,"India","India"
65390,"USA","USA"
67742,"Germany","Germany"
70949,"Tanzania","Swaziland"
66908,"Germany","Germany"
75098,"Denmark","Denmark"
67736,"Iran","Iran"
66436,"China","China"
64562,"Canada","USA"
67899,"Japan","Japan"
74791,"Ukraine","Russia"
74791,"Russia","Russia"
74941,"Russia","Russia"
67549,"Ukraine","Ukraine"
68527,"Ukraine","Ukraine"
74343,"Canada","Australia"
74343,"Australia","Australia"
66438,"Russia","Russia"
65846,"USA","USA"
74017,"Russia","Russia"
66361,"Dominican Republic","Germany"
66361,"Mexico","Germany"
72326,"Argentina","Argentina"
65057,"China","China"
66536,"Brazil","Brazil"
65885,"Germany","Switzerland"
67340,"Macedonia","Bulgaria"
66012,"Germany","Germany"
66012,"South Africa","Germany"
70556,"USA","USA"
66444,"Myanmar (Burma)","Czech Republic"
66113,"Bahamas","USA"
73367,"Mexico","Germany"
73373,"Mexico","Germany"
69933,"UK","Australia"
66011,"Poland","Poland"
67666,"China","USA"
66880,"Russia","Russia"
69285,"Myanmar (Burma)","Poland"
67007,"Russia","Poland"
65605,"Japan","Japan"
65856,"Japan","Japan"
67398,"Japan","Japan"
61654,"USA","USA"
67618,"Japan","Japan"
2019,"New Zealand","New Zealand"
70072,"Greece","Greece"
67285,"Japan","Japan"
66442,"Spain","Spain"
65993,"Mexico","Mexico"
70893,"Mexico","Mexico"
72818,"Argentina","Argentina"
73174,"Greece","Greece"
66938,"Myanmar (Burma)","Germany"
67648,"USA","USA"
67850,"Hungary","Hungary"
67850,"Italy","Hungary"
69920,"Greece","Netherlands"
64477,"Germany","Netherlands"
66667,"Switzerland","Switzerland"
65648,"Canada","Canada"
68167,"Argentina","Argentina"
73484,"Argentina","Argentina"
73398,"Argentina","Argentina"
61186,"Argentina","Argentina"
73406,"Peru","Chile"
65711,"Estonia","Estonia"
66883,"Russia","Luxembourg"
64371,"USA","Argentina"
66506,"Greece","Argentina"
73276,"Romania","Romania"
66970,"Brazil","Slovakia"
66970,"Myanmar (Burma)","Slovakia"
66970,"USA","Slovakia"
67631,"India","Poland"
67476,"China","China"
65994,"South Korea","China"
73838,"Germany","Germany"
66655,"Japan","Japan"
71933,"Morocco","USA"
23900,"USA","USA"
67607,"Myanmar (Burma)","Germany"
65755,"Myanmar (Burma)","Germany"
67004,"Myanmar (Burma)","Germany"
67519,"Germany","Poland"
67519,"Russia","Poland"
67519,"Poland","Poland"
74408,"Australia","Australia"
67107,"China","China"
66999,"China","China"
67628,"Myanmar (Burma)","China"
66353,"Myanmar (Burma)","China"
65610,"China","China"
67622,"China","China"
64947,"China","China"
69170,"Myanmar (Burma)","USA"
64491,"China","China"
64832,"Myanmar (Burma)","China"
69077,"Myanmar (Burma)","China"
67161,"Russia","China"
69339,"Myanmar (Burma)","China"
